,id,url,subtype,transaction,owner,sell-type,provider,title,location,features,description,price,price2,m2,rooms,amueblado,parking,distrito,temporalidad,cambio_precio,baños
2266,id45133000000043,https://www.habitaclia.com/alquiler-piso-en_en_paseo_manuel_girona_con_piscina_pedralbes-barcelona-i45133000000043.htm?pag=1&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,45133-1,Alquiler Piso en Pedralbes. Piso en alquiler en paseo manuel girona con piscina,Barcelona - Pedralbes,"201m2 - 4 habitaciones - 2 baños - 15,42€/m2","Espectacular piso totalmente exterior a tres vientos (este, sur y norte) en la zona de Sarriá-Pedralbes. Muy lumino...","Oportunidad
3.100 €",3100,201,4,No,Si,Les Corts,Indefinido,No,2
2267,id21572004122159,https://www.habitaclia.com/alquiler-piso-fabuloso_de_135m2_en_en_calle_sabino_de_arana_sant_ramon_maternitat-barcelona-i21572004122159.htm?pag=1&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,21572-1,Alquiler Piso Sabino de arana. Fabuloso piso de 135m² en alquiler en calle sabino de arana,Barcelona - Sant Ramon - Maternitat,"135m2 - 3 habitaciones - 2 baños - 14,63€/m2","Fantástico piso de 135m² en alquiler en la calle Sabino de Arana, con posibilidad de alquilar una plaza de parking y un...","1.975 €
ha bajado 375 €",1975,135,3,No,No,Les Corts,Indefinido,Si,2
2268,id5894001966782,https://www.habitaclia.com/alquiler-piso-casi_como_nuevo_de_4_dormitorios_luminosos_piscina_terra_calle_del_pisuerga_19_sant_ramon_maternitat-barcelona-i5894001966782.htm?pag=1&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,5894-1,"Alquiler Piso en Carrer del pisuerga 19. Piso casi como nuevo, de 4 dormitorios luminosos, piscina, terra",Barcelona - Sant Ramon - Maternitat,"154m2 - 4 habitaciones - 2 baños - 12,82€/m2","Piso casi como nuevo, de 4 dormitorios luminosos con armarios empotrados. Aire-acondicionado y c...",1.975 €,1975,154,4,Si,Si,Les Corts,Indefinido,No,2
2269,id42883000000008,https://www.habitaclia.com/alquiler-piso-precioso_de_4_habitaciones_y_dos_banos_excelente_ubicacion_travessera_de_les_corts_272_barri_de_les-barcelona-i42883000000008.htm?pag=1&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,42883-1,Alquiler Piso en Travessera de les corts 272. Precioso piso de 4 habitaciones y dos baños. excelente ubicación,Barcelona - Barri de les Corts,"150m2 - 4 habitaciones - 2 baños - 15,00€/m2",Precioso piso de 4 habitaciones y dos baños completos. Recientemente reformado y en un estado excelente de conservación....,"2.250 €
ha bajado 50 €",2250,150,4,No,No,Les Corts,Indefinido,Si,2
2270,id39840000000012,https://www.habitaclia.com/alquiler-piso-en_pedralbes_pedralbes-barcelona-i39840000000012.htm?pag=1&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,39840-1,Alquiler Piso en Pedralbes. Piso en pedralbes,Barcelona - Pedralbes,"200m2 - 4 habitaciones - 5 baños - 17,50€/m2","Vivienda de 200m2 en una situación inmejorable, en la zona de Pedralbes, cerca de los mejores colegios. Toda exterior y...","3.500 €
ha bajado 200 €",3500,200,4,No,No,Les Corts,Indefinido,Si,5
2271,id2770000000095,https://www.habitaclia.com/alquiler-piso-con_5_habitaciones_amueblado_con_ascensor_parking_calefac_pedralbes-barcelona-i2770000000095.htm?pag=1&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,2770-1,"Alquiler Piso Avinguda de pedralbes. Piso con 5 habitaciones amueblado con ascensor, parking, calefac",Barcelona - Pedralbes,"205m2 - 5 habitaciones - 5 baños - 19,51€/m2",Magnífico piso de 205 m2 amueblado. Ubicado en el corazón del tranquilo y exclusivo barrio de Pedralbes. En primer lugar...,4.000 €,4000,205,5,Si,Si,Les Corts,Indefinido,No,5
2272,id45606000000004,https://www.habitaclia.com/alquiler-piso-de_3_habitacion_dos_de_ellas_dobles_amueblado_y_ascensor_barri_de_les_corts-barcelona-i45606000000004.htm?pag=1&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,45606-1,"Alquiler Piso Carrer del montnegre. Piso de 3 habitación, dos de ellas dobles, amueblado y ascensor",Barcelona - Barri de les Corts,"70m2 - 3 habitaciones - 1 baño - 18,57€/m2","• Piso de 3 habitaciones dos de ellas dobles, • exterior y muy luminoso, • semi amueblado, • cocina reformada y total...","1.300 €
ha bajado 50 €",1300,70,3,Si,No,Les Corts,Indefinido,Si,1
2273,id38181000000020,https://www.habitaclia.com/alquiler-piso-con_4_habitaciones_con_ascensor_parking_calefaccion_aire_calle_de_gonzalez_tablas_17_pedralbes-barcelona-i38181000000020.htm?pag=1&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,38181-1,"Alquiler Piso en Carrer de gonzález tablas 17. Piso con 4 habitaciones con ascensor, parking, calefacción, aire",Barcelona - Pedralbes,"123m2 - 4 habitaciones - 2 baños - 19,31€/m2","Apartamento en Pedralbes, junto a la Diagonal, muy bien comunicado y muy cerca de los colegios internacionales de la Zon...","2.375 €
ha bajado 100 €",2375,123,4,No,Si,Les Corts,Indefinido,Si,2
2274,id1417004373491,https://www.habitaclia.com/alquiler-atico-con_3_habitaciones_con_ascensor_calefaccion_y_aire_acondi_sant_ramon_maternitat-barcelona-i1417004373491.htm?pag=1&f=&geo=d&coddists=400&from=list&lo=55,PENTHOUSE,RENT,PROFESSIONAL,SECOND_HAND,1417-1,"Alquiler Ático Carrer de poblet. Ático con 3 habitaciones con ascensor, calefacción y aire acondi",Barcelona - Sant Ramon - Maternitat,"75m2 - 3 habitaciones - 1 baño - 19,33€/m2",Precioso ÁTICO reformado a estrenar. Superficie construida 75 m2 + 26 m2 terraza. Consta de 3 habitaciones y un baño con...,1.450 €,1450,75,3,No,No,Les Corts,Indefinido,No,1
2275,id40455000000041,https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_amueblado_con_ascensor_y_calefaccion_barri_de_les_corts-barcelona-i40455000000041.htm?pag=1&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,40455-1,Alquiler Piso Carrer de bordeus. Piso con 3 habitaciones amueblado con ascensor y calefacción,Barcelona - Barri de les Corts,"80m2 - 3 habitaciones - 1 baño - 17,50€/m2","Piso en uno de los mejores barrios de Barcelona. Piso de 80m con tres habitaciones ,dos dobles y una individual ,con ar...",1.400 €,1400,80,3,Si,No,Les Corts,Indefinido,No,1
2276,id3164003430705,https://www.habitaclia.com/alquiler-atico-duplex_con_solarium_y_pk_incluido_en_les_corts_detras_de_barri_de_les_corts-barcelona-i3164003430705.htm?pag=1&f=&geo=d&coddists=400&from=list&lo=55,PENTHOUSE,RENT,PROFESSIONAL,SECOND_HAND,3164-1,Alquiler Ático Deu i mata. Ático dúplex con solarium y pk incluido en les corts detrás de,Barcelona - Barri de les Corts,"51m2 - 2 habitaciones - 1 baño - 27,25€/m2","En alquiler este estupendo ático dúplex en una zona inmejorable de Barcelona. Ubicado en el barrio de Les Corts, delant...","Oportunidad
1.390 €
ha bajado 100 €",1390,51,2,No,Si,Les Corts,Indefinido,Si,1
2277,id14916004390411,https://www.habitaclia.com/alquiler-atico-namaste_sant_ramon_maternitat-barcelona-i14916004390411.htm?pag=1&f=&geo=d&coddists=400&from=list&lo=55,PENTHOUSE,RENT,PROFESSIONAL,SECOND_HAND,14916-1,Alquiler Ático Avinguda diagonal. Namasté...,Barcelona - Sant Ramon - Maternitat,"120m2 - 3 habitaciones - 2 baños - 30,83€/m2","Si hacemos una traducción exacta de la raíz de la palabra su significado sería “te saludo, me inclino ante ti” . Pero es...","3.700 €
ha bajado 300 €",3700,120,3,Si,Si,Les Corts,Indefinido,Si,2
2278,id2662003751537,https://www.habitaclia.com/alquiler-piso-senorial_vivienda_en_pedralbes_pedralbes-barcelona-i2662003751537.htm?pag=1&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,2662-1,Alquiler Piso Avinguda pedralbes. Señorial vivienda en pedralbes,Barcelona - Pedralbes,"300m2 - 4 habitaciones - 4 baños - 16,33€/m2","Primera planta semi-amueblada en la Av. Pedralbes, consta de 270m2 de vivienda + 30m2 de terraza, 3 habitaciones amplias...","4.900 €
ha bajado 100 €",4900,300,4,Si,Si,Les Corts,Indefinido,Si,4
2279,id4552003907287,https://www.habitaclia.com/alquiler-piso-alto_luminosos_con_2_pk_todo_exterior_esquinero_pedralbes-barcelona-i4552003907287.htm?pag=1&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,4552-1,Alquiler Piso Pedralbes. Piso alto luminosos con 2 pk todo exterior esquinero,Barcelona - Pedralbes,"313m2 - 5 habitaciones - 3 baños - 12,78€/m2","En la Zona de Pedralbes cerca del tenis Barcelona se haya este cuarto piso exterior a tres vientos, se compone de un gra...",4.000 €,4000,313,5,No,Si,Les Corts,Indefinido,No,3
2280,id17052000000147,https://www.habitaclia.com/alquiler-piso-con_ascensor_y_aire_acondicionado_sant_ramon_maternitat-barcelona-i17052000000147.htm?pag=2&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,17052-1,Alquiler Piso Carrer d'arizala. Piso con ascensor y aire acondicionado,Barcelona - Sant Ramon - Maternitat,"65m2 - 1 habitacion - 1 baño - 20,00€/m2","Piso de 65m2 en edificio de obre nueva, consta de amplio salón comedor con cocina americana con isla, salida a balcón or...","Oportunidad
1.300 €",1300,65,1,No,No,Les Corts,Indefinido,No,1
2281,id531205770781,https://www.habitaclia.com/alquiler-piso-con_4_habitaciones_amueblado_con_ascensor_parking_calefac_pedralbes-barcelona-i531205770781.htm?pag=2&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,531-3,"Alquiler Piso Pedralbes. Piso con 4 habitaciones amueblado con ascensor, parking, calefac",Barcelona - Pedralbes,"274m2 - 4 habitaciones - 4 baños - 18,25€/m2",Precioso piso distinguido y luminoso de 250 m² con terraza de 50 m². Grandes espacios y todo exterior. Amplio recibidor...,5.000 €,5000,274,4,Si,Si,Les Corts,Indefinido,No,4
2282,id8166003792128,https://www.habitaclia.com/alquiler-casa-impresionante_reformada_en_pedralbes_pedralbes-barcelona-i8166003792128.htm?pag=2&f=&geo=d&coddists=400&from=list&lo=55,HOUSE,RENT,PROFESSIONAL,SECOND_HAND,8166-1,Alquiler Casa Avinguda pearson. Impresionante casa reformada en pedralbes,Barcelona - Pedralbes,"700m2 - 7 habitaciones - 7 baños - 35,71€/m2","En el corazón de Pedralbes encontramos esta preciosa casa de 700 m2 sobre parcela de 2.000 m2, con maravilloso jardín en...",25.000 €,25000,700,7,No,Si,Les Corts,Indefinido,No,7
2283,id8166003792858,https://www.habitaclia.com/alquiler-piso-impresionante_reformado_con_terraza_barri_de_les_corts-barcelona-i8166003792858.htm?pag=2&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,8166-1,Alquiler Piso Av diagonal. Impresionante piso reformado con terraza,Barcelona - Barri de les Corts,"209m2 - 3 habitaciones - 2 baños - 19,62€/m2","En un moderno edificio con ascensor y conserje, encontramos esta amplia y luminosa propiedad totalmente reformada, de 17...",4.100 €,4100,209,3,No,Si,Les Corts,Indefinido,No,2
2284,id682003958471,https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_con_ascensor_piscina_calefaccion_aire_calle_del_doctor_ferran_11_pedralbes-barcelona-i682003958471.htm?pag=2&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,682-1,"Alquiler Piso en Carrer del doctor ferran 11. Piso con 3 habitaciones con ascensor, piscina, calefacción, aire",Barcelona - Pedralbes,"140m2 - 3 habitaciones - 3 baños - 25,00€/m2","PISO EN ALQUILER, 7º DE ALTURA, CON 2 TERRAZAS. 135 M2 TODO EXTERIOR, CON ZONA COMUNITARIA: JARDÍN, PISCINA, ZONA JUEGOS...",3.500 €,3500,140,3,No,No,Les Corts,Indefinido,No,3
2285,id24152003814566,https://www.habitaclia.com/alquiler-piso-de_4_habitaciones_y_2_banos_zona_comunitaria_con_piscina_pedralbes-barcelona-i24152003814566.htm?pag=2&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,24152-1,"Alquiler Piso Carrer del capità arenas. Piso de 4 habitaciones y 2 baños, zona comunitaria con piscina,",Barcelona - Pedralbes,"126m2 - 4 habitaciones - 2 baños - 18,25€/m2","Piso de 4 habitaciones y 2 baños, zona comunitaria con piscina, terraza y parking Situado en el barrio de Pedralbes e...","2.300 €
ha bajado 700 €",2300,126,4,No,No,Les Corts,Indefinido,Si,2
2286,id39287000001028,https://www.habitaclia.com/alquiler-piso-descubre_lo_mejor_de_con_este_apartamento_de_tres_dor_avenida_de_madrid_9_sant_ramon_maternitat-barcelona-i39287000001028.htm?pag=2&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,39287-1,"Alquiler Piso en Avinguda de madrid 9. Descubre lo mejor de barcelona, con este apartamento de tres dor",Barcelona - Sant Ramon - Maternitat,"76m2 - 3 habitaciones - 2 baños - 29,47€/m2",Este apartamento completamente amueblado y listo para disfrutar está disponible desde frecemos precios p...,"2.240 €
ha bajado 120 €",2240,76,3,Si,No,Les Corts,Indefinido,Si,2
2287,id3780004405601,https://www.habitaclia.com/alquiler-piso-amueblado_de_4_habitaciones_en_pedralbes_pedralbes-barcelona-i3780004405601.htm?pag=2&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,3780-36,Alquiler Piso Sor eulalia anzizu. Piso amueblado de 4 habitaciones en pedralbes,Barcelona - Pedralbes,"118m2 - 4 habitaciones - 2 baños - 16,95€/m2","Te gustará saber: · IMPRESCINDIBLE DNI o NIE. · Para garantizar una respuesta ordenada y segura, por favor, contacta a...","2.000 €
ha bajado 100 €",2000,118,4,Si,Si,Les Corts,Indefinido,Si,2
2288,id3780004405245,https://www.habitaclia.com/alquiler-piso-de_5_habitaciones_y_zona_comunitaria_con_piscina_en_pedralb_pedralbes-barcelona-i3780004405245.htm?pag=2&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,3780-36,Alquiler Piso Cavallers. Piso de 5 habitaciones y zona comunitaria con piscina en pedralb,Barcelona - Pedralbes,"285m2 - 5 habitaciones - 3 baños - 24,56€/m2","Te gustará saber: · Piso sin amueblar situado en la calle Cavallers en el barrio de Pedralbes, con terraza, parking y t...",7.000 €,7000,285,5,No,Si,Les Corts,Indefinido,No,3
2289,id9873002102999,https://www.habitaclia.com/alquiler-piso-moderno_de_115m2_en_gran_via_de_carles_iii_barri_de_les_corts-barcelona-i9873002102999.htm?pag=2&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,9873-1,Alquiler Piso en Barri de les Corts. Moderno piso de 115m2 en gran via de carles iii,Barcelona - Barri de les Corts,"115m2 - 3 habitaciones - 2 baños - 15,22€/m2","Moderno piso, ubicado en una finca con ascensor y servicio de portería, con orientación noreste y excelentes acabados en...",1.750 €,1750,115,3,No,No,Les Corts,Indefinido,No,2
2290,id4517004227660,https://www.habitaclia.com/alquiler-atico-en_la_zona_de_alta_de_la_ciudad_junto_monasterio_de_pedr_pedralbes-barcelona-i4517004227660.htm?pag=2&f=&geo=d&coddists=400&from=list&lo=55,PENTHOUSE,RENT,PROFESSIONAL,SECOND_HAND,4517-1,"Alquiler Ático Carrer dels cavallers. Ático en la zona de alta de la ciudad , junto monasterio de pedr",Barcelona - Pedralbes,"208m2 - 4 habitaciones - 4 baños - 27,88€/m2","Precioso ático ubicado en el exclusivo barrio de Pedralbes, rodeado de parques, zonas verdes y tranquilidad. La finca d...",5.800 €,5800,208,4,No,No,Les Corts,Indefinido,No,4
2291,id3900004300703,https://www.habitaclia.com/alquiler-piso-espectacular_amueblado_junto_cruz_de_pedralbes_pedralbes-barcelona-i3900004300703.htm?pag=2&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,3900-1,Alquiler Piso en Pedralbes. Espectacular piso amueblado junto cruz de pedralbes.,Barcelona - Pedralbes,"250m2 - 4 habitaciones - 4 baños - 20,00€/m2","Superficie: 250 m² aprox. 55 m² aprox. de terraza. Distribución: Recibidor, gran salón con biblioteca en 2 ambientes c...",5.000 €,5000,250,4,Si,No,Les Corts,Indefinido,No,4
2292,id5889003764111,https://www.habitaclia.com/alquiler-apartamento-7a_planta_tiene_116_m2_terraza_cubierta_de_6_m2_recibidor_sant_ramon_maternitat-barcelona-i5889003764111.htm?pag=2&f=&geo=d&coddists=400&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,5889-1,Alquiler Apartamento en Sant Ramon - Maternitat. 7ª planta; tiene 116 m2; terraza cubierta de 6 m2; recibidor;,Barcelona - Sant Ramon - Maternitat,"116m2 - 4 habitaciones - 3 baños - 12,93€/m2",Paseando por el barrio de Les Corts acabamos en este piso que resultó ser una sorpresa. La sala de estar es una maravill...,1.500 €,1500,116,4,No,No,Les Corts,Indefinido,No,3
2293,id4737003817067,https://www.habitaclia.com/alquiler-piso-familiar_amueblado_en_en_diagonal_pedralbes-barcelona-i4737003817067.htm?pag=2&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,4737-1,Alquiler Piso Avinguda diagonal. Piso familiar amueblado en alquiler en diagonal,Barcelona - Pedralbes,"252m2 - 4 habitaciones - 4 baños - 13,10€/m2","Situada en uno de los mejores barrios de la ciudad. Junto a colegios como el Liceo Francés, muy bien comunicado por el t...",3.300 €,3300,252,4,Si,Si,Les Corts,Indefinido,No,4
2294,id29468000000384,https://www.habitaclia.com/alquiler-atico-espectacular_unico_en_la_zona_de_239_m2_utiles_mas_terraza_pedralbes-barcelona-i29468000000384.htm?pag=2&f=&geo=d&coddists=400&from=list&lo=55,PENTHOUSE,RENT,PROFESSIONAL,SECOND_HAND,29468-1,Alquiler Ático Til-lers. Espectacular ático único en la zona de 239 m2 útiles más terraza,Barcelona - Pedralbes,"438m2 - 6 habitaciones - 4 baños - 24,89€/m2","Espectacular ático único en la zona de 239 m2'útiles más terraza de 199 m2 en Pedralbes- a cuatro vientos - , situado en...","10.900 €
ha bajado 100 €",10900,438,6,No,No,Les Corts,Indefinido,Si,4
2295,id4737003816051,https://www.habitaclia.com/alquiler-piso-atico_en_con_terraza_en_sarria_pedralbes-barcelona-i4737003816051.htm?pag=3&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,4737-1,Alquiler Piso Manuel girona. Ático en alquiler con terraza en sarriá,Barcelona - Pedralbes,"95m2 - 3 habitaciones - 1 baño - 22,11€/m2","En pleno barrio de Sarriá y rodeado de comercios, zonas verdes y muy bien comunicado con el transporte público, encontra...",2.100 €,2100,95,3,Si,No,Les Corts,Indefinido,No,1
2296,id29468000000433,https://www.habitaclia.com/alquiler-piso-precioso_de_4_habitaciones_en_en_les_corts_barri_de_les_corts-barcelona-i29468000000433.htm?pag=3&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,29468-1,Alquiler Piso Avinguda sarrià. Precioso piso de 4 habitaciones en alquiler en les corts,Barcelona - Barri de les Corts,"171m2 - 4 habitaciones - 2 baños - 11,70€/m2","Precioso piso en alquiler de 170 m2 construidos y 158 m2 útiles con 4 habitaciones, con muy buenos acabados en Avenida...",2.000 €,2000,171,4,No,No,Les Corts,Indefinido,No,2
2297,id8166003793295,https://www.habitaclia.com/alquiler-casa-chalet_en_pedralbes_pedralbes-barcelona-i8166003793295.htm?pag=3&f=&geo=d&coddists=400&from=list&lo=55,HOUSE,RENT,PROFESSIONAL,SECOND_HAND,8166-1,Alquiler Casa L´abadessa y olzet. Chalet en pedralbes,Barcelona - Pedralbes,"511m2 - 5 habitaciones - 4 baños - 48,92€/m2",La casa está ubicada en el prestigioso barrio de Pedralbes y cuenta con cinco habitaciones y cuatro baños. La propiedad...,25.000 €,25000,511,5,Si,Si,Les Corts,Indefinido,No,4
2298,id3901004273077,https://www.habitaclia.com/alquiler-piso-alto_y_completamente_exterior_con_zona_comunitaria_en_manue_pedralbes-barcelona-i3901004273077.htm?pag=3&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,3901-2,Alquiler Piso Passeig de manuel girona. Piso alto y completamente exterior con zona comunitaria en manue,Barcelona - Pedralbes,"135m2 - 3 habitaciones - 2 baños - 22,15€/m2",Elegante vivienda en alquiler totalmente exterior en el paseo Manuel Girona. Finca con zona comunitaria. La propied...,"2.990 €
ha bajado 210 €",2990,135,3,No,No,Les Corts,Indefinido,Si,2
2299,id2277003487326,https://www.habitaclia.com/alquiler-piso-apartamento_completamente_exterior_y_de_obra_nueva_en_la_illa_d_barri_de_les_corts-barcelona-i2277003487326.htm?pag=3&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,2277-2,Alquiler Piso Numancia. Apartamento completamente exterior y de obra nueva en la illa d,Barcelona - Barri de les Corts,"111m2 - 3 habitaciones - 2 baños - 25,14€/m2",Apartamento de obra nueva en la Illa Diagonal. Ubicado en un edificio construido en 2021 y perteneciente a la llave de...,2.790 €,2790,111,3,No,Si,Les Corts,Indefinido,No,2
